NO,Predict,aat0dem,aat10dem,asp,bio1,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,clay,dem,eco,im,lst,lucc,mor,ndvi,pa,sand,silt,slope,soil,tadem,veg,water
9808,0,58643,51766,321.34,170,279,55,1338,234,38,51,586,144,489,152,79,24,8689,333,9,324,212,77,41,-6,4,7330,14268,42,12,-940,15284,21,38,4.0695,23124100,161,0,0
5690,0,58643,51766,40.6013,170,279,55,1338,234,38,51,586,144,489,152,79,24,8689,333,9,324,212,77,41,8,4,7330,14268,42,12,-940,15284,21,38,2.93211,23124100,161,0,0
7137,0,58645,51827,183.013,167,275,57,1324,254,27,55,547,118,543,118,79,25,8520,326,12,314,248,57,,28,4,5952,1427,42,11,-933,14128,,,11.9368,23124100,161,0,0
10274,0,58645,51827,4.08562,167,276,57,1323,254,27,55,548,118,542,118,79,25,8548,327,12,315,249,57,,-11,4,6141,1427,42,11,-933,14349,,,4.45867,23124100,161,0,0
2945,1,57584,51189,360,165,277,47,1218,205,36,48,504,134,482,138,78,23,8942,329,-1,330,252,68,,16,1,5850,1448,123,11,-916,13868,,,0.954841,23125100,158,5772,0
2946,1,57615,51220,333.435,164,277,47,1217,205,36,48,504,134,482,137,78,23,8931,329,-1,330,252,68,,8,5,5846,1448,52,11,-916,13870,,,2.1343,23125100,158,5772,51.8991
2944,1,57615,51220,161.565,164,277,47,1217,205,36,48,504,134,482,137,78,23,8931,329,-1,330,252,68,,13,5,5858,1448,52,11,-916,13882,,,1.00648,23119100,158,5772,0
5118,0,61412,56482,94.0856,173,282,57,1418,239,44,48,599,165,504,178,78,24,8748,338,14,324,215,81,,22,4,7010,14255,42,11,-909,14696,,,13.1663,23124100,168,0,0
11750,0,58915,51858,180,171,280,56,1351,234,39,52,603,146,482,158,78,24,8697,333,9,324,213,78,,21,4,7103,14291,41,11,-876,15119,,,0,23125100,162,,0
4613,0,58676,51827,341.565,167,276,56,1319,251,28,54,547,120,537,120,79,25,8571,327,11,316,249,56,31,32,4,6178,14394,42,14,-874,14385,36,33,8.00027,23124100,161,0,0
7163,0,59618,52346,164.914,173,282,57,1422,243,44,50,609,159,515,171,79,24,8729,337,12,325,214,81,,17,4,6473,1423,42,11,-853,14600,,,33.4924,23124100,164,0,0
12215,0,59710,52376,291.306,171,280,56,1386,241,42,50,595,152,510,162,79,24,8708,335,11,324,213,79,,10,4,6625,14369,42,11,-837,14763,,,30.8081,23124100,163,0,0
13926,0,57216,50976,225,162,274,44,1203,201,38,48,497,144,492,152,81,24,8950,327,-4,331,249,67,,5,4,5197,14249,42,11,-836,13208,,,2.69895,23124100,157,0,0
10137,0,60076,52621,299.745,173,282,58,1425,243,44,50,610,160,515,172,79,24,8732,337,13,324,214,81,,0,4,6193,14239,42,11,-795,14406,,,2.56458,23124100,165,0,0
888,1,58915,51858,187.125,172,280,57,1369,236,41,52,609,148,488,162,79,24,8679,333,10,323,214,79,,13,1,7069,14296,123,11,-755,15087,,,7.65305,23116140,162,5772,20.8612
889,1,58915,51858,158.962,172,280,57,1369,236,41,52,609,148,488,162,79,24,8679,333,10,323,214,79,,16,1,7069,14296,123,11,-755,15087,,,4.42473,23116140,162,5772,20.8612
5954,0,57216,50976,56.3099,162,274,44,1204,201,38,48,497,144,492,152,81,24,8927,327,-3,330,249,67,,7,4,5187,14289,42,11,-746,13194,,,2.29414,23124100,157,0,0
3100,1,57309,51067,350.538,164,277,44,1168,190,34,48,484,130,470,132,79,23,9047,330,-5,335,252,66,,14,3,5093,14371,31,11,-710,13178,,,3.86653,23125100,157,,0
7586,0,59310,52162,75.9638,170,279,54,1302,229,34,54,585,135,474,146,76,23,8757,330,7,323,212,75,,13,4,6682,14375,42,19,-706,14910,,,1.3122,23124100,162,0,0
3251,1,57401,51097,213.69,163,278,42,1151,184,34,49,486,130,477,133,79,23,9150,331,-8,339,254,64,,-11,4,4675,,41,11,-702,12808,,,4.58094,23125100,157,580,231.702
5563,0,61413,56483,213.69,173,282,58,1407,238,43,48,597,163,500,176,79,24,8746,338,14,324,215,81,,3,4,6783,1433,42,11,-674,14568,,,1.14753,23124100,168,0,0
4715,0,57246,51006,45,161,274,43,1192,198,38,48,491,143,490,150,82,24,8941,327,-5,332,248,67,29,-3,4,4986,,42,11,-627,13008,33,38,1.35022,23124100,157,580,0
6938,0,57246,51006,180,162,273,44,1190,198,38,48,491,143,489,150,82,24,8919,326,-5,331,248,67,,9,4,4995,,42,11,-627,13017,,,0,23124100,157,0,0
4610,0,58859,51951,180,168,278,53,1312,239,32,53,564,130,509,134,76,23,8737,328,7,321,208,73,,21,3,6920,14355,31,11,-590,15115,,,2.86241,23125100,161,5772,0
9658,0,59589,52346,296.565,172,281,57,1420,243,44,50,610,158,514,171,79,24,8714,336,12,324,214,81,,1,4,6458,14259,42,11,-573,14578,,,0.711726,23124100,163,0,0
7576,0,59618,52346,225,173,282,58,1423,243,44,50,611,158,515,171,79,24,8726,337,12,325,214,81,,3,4,6460,14231,42,11,-568,14587,,,1.35022,23124100,164,0,0
13020,0,59618,52346,113.429,173,282,58,1422,243,44,50,610,158,515,171,79,24,8719,337,12,325,214,81,,20,4,6461,14231,42,11,-568,14587,,,10.2951,23124100,164,0,0
2140,1,58102,51524,122.005,164,276,47,1210,203,35,48,497,130,478,132,78,23,8897,328,0,328,251,68,15,9,4,5882,,41,11,-557,14002,52,33,3.00018,23125100,159,,146.506
2142,1,58102,51524,150.255,164,276,47,1210,203,35,48,497,130,478,132,78,23,8897,328,0,328,251,68,15,9,4,5882,,41,11,-557,14002,52,33,5.11893,23125100,159,,150.336
2148,1,58102,51524,255.964,164,276,47,1210,203,35,48,497,130,478,132,78,23,8897,328,0,328,251,68,15,5,4,5882,,41,11,-557,14002,52,33,1.3122,23116142,159,,251.594
5741,0,57246,51006,180,162,273,44,1191,198,38,48,492,142,490,150,82,24,8921,326,-4,330,248,67,,9,4,4969,14287,42,11,-514,12984,,,0,23124100,157,580,0
10378,0,57216,50976,68.1986,162,274,44,1202,201,38,48,496,144,492,152,81,24,8935,327,-4,331,248,67,29,1,4,5143,1435,42,12,-505,13154,33,38,1.71364,23119100,157,580,0
12561,0,59496,52255,78.6901,173,282,58,1422,243,44,50,610,158,515,171,79,24,8720,337,12,325,214,81,,9,4,6456,14225,42,11,-480,14578,,,1.62263,23124100,163,0,0
2120,1,58102,51524,135,164,276,47,1211,204,35,48,497,131,478,132,78,23,8899,328,0,328,251,68,,10,1,5919,14333,123,11,-473,14045,,,0.450149,23125100,159,,65.6068
13870,0,60134,52620,109.983,172,281,57,1404,242,43,49,600,158,510,169,79,24,8734,337,12,325,214,80,,13,4,6148,14313,42,19,-473,14358,,,7.40985,23124100,165,0,0
6721,0,58704,51827,195.945,167,276,57,1323,253,27,54,548,119,540,119,79,25,8579,327,12,315,249,57,,7,4,6146,14358,42,11,-471,14355,,,4.62459,23124100,161,0,0
8166,0,58496,51738,315,166,276,50,1295,228,37,51,543,135,503,141,77,23,8828,328,3,325,251,70,,30,1,7051,1436,123,11,-465,15147,,,1.80004,23125100,160,,0
8854,0,59558,52286,258.69,173,282,58,1426,243,45,50,611,161,515,173,79,24,8726,337,12,325,214,81,,9,4,6504,14219,42,11,-452,14599,,,1.62263,23124100,163,0,0
2233,1,57826,51310,225,165,278,47,1222,207,36,49,506,133,482,137,78,23,8966,330,0,330,253,68,,6,1,6146,14379,113,11,-441,14201,,,0.450149,23119102,159,580,126.894
2234,1,57826,51310,270,165,278,47,1222,207,36,49,506,133,482,137,78,23,8966,330,0,330,253,68,,6,1,6146,14379,113,11,-441,14201,,,0.954841,23119102,159,580,148.344
3283,1,57369,51067,12.5288,164,278,44,1185,196,35,48,496,135,483,139,79,23,9127,331,-6,337,253,66,,-7,4,5211,14364,42,11,-419,13273,,,2.93211,23116140,157,,50.6244
3282,1,57369,51067,221.424,164,278,44,1185,196,35,48,496,135,483,139,79,23,9127,331,-6,337,253,66,,-18,1,5211,14364,113,11,-419,13273,,,7.17878,23116140,157,580,83.9254
4186,0,57445,50390,180,162,270,47,1459,256,43,51,626,152,544,175,78,24,8676,323,0,323,203,68,,120,4,11686,1428,43,11,-413,16872,,,0,23124100,157,0,0
5555,0,57445,50390,180,165,274,49,1439,253,42,52,619,150,535,173,78,24,8730,326,1,325,206,70,,121,4,11746,1428,43,11,-413,16894,,,0,23124100,157,0,0
7610,0,57445,50390,180,165,274,49,1439,253,42,52,619,150,535,173,78,24,8730,326,1,325,206,70,,121,4,11746,1428,43,11,-413,16894,,,0,23124100,157,0,0
1734,1,58465,51738,61.5044,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,6,4,7408,14333,43,11,-403,15479,33,38,12.4756,23119100,160,580,94.4159
1743,1,58465,51738,48.3665,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,-5,4,7408,14333,43,11,-403,15479,33,38,3.82726,23119100,160,580,40.4165
1741,1,58465,51738,242.354,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,40,4,7408,14333,43,11,-403,15479,33,38,7.50284,23119100,160,580,0
1746,1,58404,51708,235.349,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,-8,4,7408,14333,43,11,-403,15479,33,38,24.6662,23119100,160,580,0
1739,1,58404,51708,90,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,-7,4,7466,14333,43,11,-403,15533,33,38,2.5448,23119100,160,580,0
1742,1,58404,51708,206.565,166,276,49,1302,229,38,50,547,136,504,144,78,24,8848,328,3,325,252,70,29,-10,4,7449,14333,43,11,-403,15518,33,38,3.55425,23119100,160,580,0
1747,1,58434,51738,291.038,166,277,50,1302,229,38,50,547,136,504,144,77,23,8856,329,3,326,252,70,29,0,4,7434,14333,43,11,-403,15503,33,38,4.42473,23119100,160,580,0
12657,0,59128,52040,352.875,170,279,54,1275,223,33,53,577,136,455,145,76,23,8764,331,7,324,211,76,,17,4,6932,1434,46,11,-392,15065,,,2.56458,23124100,162,0,0
2476,1,58648,51830,294.444,167,277,53,1309,237,33,52,555,131,511,134,77,23,8739,328,6,322,252,72,,9,4,7327,,41,11,-381,15447,,,3.84039,23125100,161,,0
5952,0,58917,51919,260.538,170,279,55,1338,234,38,52,589,144,486,153,78,24,8693,333,9,324,212,78,,20,4,6906,14265,42,11,-342,14918,,,1.93547,23124100,162,0,0
3264,1,57555,51189,360,163,278,42,1160,187,34,49,490,131,481,135,79,23,9187,332,-9,341,254,64,,10,3,4822,14441,31,11,-324,12970,,,11.3099,23125100,158,580,184.813
3261,1,57555,51189,154.026,163,278,42,1160,187,34,49,490,131,481,135,79,23,9187,332,-9,341,254,64,,14,3,4829,14441,31,11,-324,12978,,,13.5505,23125100,158,580,245.972
10096,0,57307,51036,296.565,162,274,44,1196,200,38,48,494,143,490,151,81,24,8946,327,-4,331,248,67,29,7,4,4946,14353,42,11,-309,13014,33,38,0.711726,23119100,157,0,0
7812,0,60226,52681,123.69,172,281,57,1410,241,43,49,601,159,510,171,79,24,8711,337,13,324,213,81,,70,4,6134,14292,42,11,-295,14355,,,18.805,23124100,165,0,0
3294,1,57401,51097,243.435,164,278,43,1178,193,35,48,493,134,481,137,78,23,9128,331,-7,338,254,65,,7,1,5105,14422,123,11,-281,13199,,,1.42323,23125100,157,5772,116.307
2881,1,57279,51006,180,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,-17,4,5521,,41,11,-275,13555,52,33,0,23125100,157,,0
2870,1,57279,51006,275.711,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,26,4,5521,,41,11,-275,13555,52,33,3.19566,23116142,157,,0
2874,1,57279,51006,122.005,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,30,4,5521,,41,11,-275,13555,52,33,3.00018,23116142,157,5772,17.3611
2877,1,57279,51006,124.509,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,-6,4,5521,,41,11,-275,13555,52,33,12.1743,23116142,157,,0
2878,1,57279,51006,174.289,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,26,4,5521,,41,11,-275,13555,52,33,6.37155,23116142,157,,0
2882,1,57279,51006,93.0128,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,5,4,5521,,41,11,-275,13555,52,33,11.9368,23116142,157,5772,34.256
2861,1,57279,51006,269.105,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,12,4,5539,,41,11,-275,13571,52,33,19.5753,23116142,157,,0
2862,1,57279,51006,15.5498,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,-15,4,5539,,41,11,-275,13571,52,33,33.5508,23116142,157,,0
2869,1,57279,51006,57.6526,165,277,46,1188,197,35,48,491,131,474,134,79,23,8984,329,-2,331,253,68,15,12,4,5539,,41,11,-275,13571,52,33,11.1601,23116142,157,,0
4416,0,60561,52926,165.964,172,282,57,1414,241,43,49,601,160,510,173,79,24,8752,337,13,324,214,80,41,3,4,5868,1443,42,11,-270,14140,21,38,5.23508,23121124,166,5772,0
5800,0,60409,52864,209.745,173,282,58,1432,243,45,49,610,162,517,175,79,24,8729,337,13,324,215,81,,0,4,5937,14248,42,11,-266,14198,,,2.56458,23124100,166,0,0
7236,0,59588,52316,329.036,173,282,58,1430,243,45,49,611,161,517,173,79,24,8713,337,13,324,215,81,,7,4,6202,14229,42,11,-264,14375,,,1.8554,23124100,163,0,0
5203,0,60348,52803,116.565,173,282,58,1431,243,45,49,611,161,517,173,79,24,8720,337,13,324,215,81,,-1,4,5937,14236,42,11,-263,14190,,,2.84471,23124100,166,0,0
7632,0,59557,52285,93.8785,172,280,57,1395,241,43,50,599,154,509,165,79,24,8712,335,11,324,214,79,,-14,1,6578,14325,113,17,-250,14704,,,18.1869,23124100,163,580,0
5510,0,58648,51830,103.241,167,277,52,1298,235,33,52,545,130,510,132,77,23,8730,328,6,322,251,72,,17,4,7053,14417,42,11,-247,15193,,,16.2287,23124100,161,0,0
11787,0,58704,51827,351.87,167,276,56,1319,251,28,54,548,121,536,121,79,25,8575,327,11,316,249,56,31,6,4,6182,14339,42,18,-241,14390,36,33,2.24963,23124100,161,0,0
7316,0,59402,52223,249.444,169,278,53,1319,234,34,54,588,134,489,145,76,23,8765,330,6,324,211,74,25,8,1,6577,14375,113,11,-223,14835,42,33,2.7176,23121124,163,5772,0
616,1,58762,51736,153.435,170,279,55,1310,228,36,53,588,140,467,151,77,23,8679,331,9,322,211,78,15,21,4,7326,14328,41,11,-179,15341,52,33,2.1343,23125100,161,,0
618,1,58762,51736,132.614,170,279,55,1310,228,36,53,588,140,467,151,77,23,8679,331,9,322,211,78,,-11,4,7308,14328,41,11,-179,15323,,,10.6875,23125100,161,,0
622,1,58762,51736,251.565,170,279,55,1310,228,36,53,588,140,467,151,77,23,8679,331,9,322,211,78,15,37,4,7296,14328,41,11,-179,15313,52,33,3.01696,23125100,161,,22.9538
1627,1,59310,52162,83.8845,169,279,53,1297,228,34,54,584,135,471,145,76,23,8771,330,7,323,211,76,,39,4,6650,14371,42,19,-176,14884,,,8.89161,23124100,162,0,0
1632,1,59310,52162,209.291,169,279,53,1297,228,34,54,584,135,471,145,76,23,8771,330,7,323,211,76,,17,4,6640,14371,42,13,-176,14876,,,14.637,23124100,162,0,0
1634,1,59341,52193,104.036,169,279,53,1297,228,34,54,584,135,471,145,76,23,8771,330,7,323,211,76,25,23,4,6618,14371,42,19,-176,14860,42,33,5.23508,23124100,162,0,0
1638,1,59310,52162,218.66,170,279,54,1293,227,34,54,583,135,469,145,76,23,8739,330,7,323,212,76,,17,4,6640,14371,42,13,-176,14876,,,2.03732,23124100,162,0,0
1639,1,59341,52193,230.194,169,279,53,1297,228,34,54,584,135,471,145,76,23,8771,330,7,323,211,76,,35,4,6640,14371,42,13,-176,14876,,,12.2407,23124100,163,0,0
1631,1,59310,52162,173.991,169,279,53,1297,228,34,54,584,135,471,145,76,23,8771,330,7,323,211,76,,20,4,6650,14371,42,19,-176,14884,,,6.05862,23124100,162,0,0
5923,0,58947,51980,81.8699,167,276,55,1314,249,27,54,554,122,528,122,78,24,8597,327,10,317,206,55,,15,1,6409,14268,113,11,-167,14616,,,2.24963,23124100,161,0,167.5
2409,1,58617,51799,345.964,167,277,52,1301,231,36,51,548,133,505,139,77,23,8761,328,5,323,251,72,22,4,1,7200,,123,11,-129,15325,47,31,2.62302,23116140,161,580,26.5761
2414,1,58617,51799,351.87,167,277,52,1301,231,36,51,548,133,505,139,77,23,8761,328,5,323,251,72,22,7,1,7200,,123,11,-129,15325,47,31,2.24963,23116140,161,580,58.8739
2416,1,58617,51799,348.69,167,277,52,1301,231,36,51,548,133,505,139,77,23,8761,328,5,323,251,72,22,6,1,7200,,123,11,-129,15325,47,31,3.24267,23116140,161,580,26.5761
2418,1,58617,51799,15.9454,167,277,52,1301,231,36,51,548,133,505,139,77,23,8761,328,5,323,251,72,22,7,1,7202,,123,11,-129,15327,47,31,2.31607,23116140,161,580,0
13698,0,58826,51859,142.815,170,279,55,1325,231,37,52,587,143,478,152,78,24,8709,332,9,323,212,77,,39,4,6986,1441,42,11,-123,14994,,,11.4325,23124100,161,0,0
4343,0,60560,52925,342.646,173,282,57,1421,241,44,49,603,163,511,175,78,24,8761,337,13,324,215,80,,2,4,5893,14332,42,16,-118,14180,,,5.3205,23124100,166,0,0
4036,0,57277,51006,51.8428,162,273,44,1195,199,38,48,493,143,491,150,82,24,8901,327,-4,331,248,67,,11,4,5025,14346,42,19,-107,13048,,,5.64897,23124100,157,0,0
10447,0,60014,52590,194.036,173,282,58,1439,244,45,49,614,162,520,175,79,24,8701,337,14,323,215,82,,6,4,6280,14253,42,11,-106,14463,,,1.3122,23124100,165,0,0
8648,0,60045,52590,315,173,282,58,1440,244,45,49,614,162,521,175,79,24,8713,337,13,324,215,81,,8,4,6280,14253,42,11,-106,14463,,,2.24963,23124100,165,0,0
13140,0,57278,51067,57.0948,164,277,45,1171,191,34,48,484,130,470,132,79,23,9047,330,-4,334,253,66,,6,1,5109,,123,11,-100,13193,,,6.4183,23125100,157,5772,0
1617,1,59402,52223,291.801,169,278,53,1314,233,34,54,587,134,487,144,76,23,8752,330,6,324,211,74,25,9,4,6534,14367,46,15,-92,14801,42,33,3.42422,23121124,163,0,688.498
12747,0,59463,52284,67.0679,169,278,53,1293,228,33,54,581,133,474,142,76,23,8743,330,6,324,211,75,,10,4,6452,14383,42,11,-84,14736,,,8.91365,23124100,163,0,0
1707,1,58648,51830,296.565,167,277,52,1304,233,36,51,550,133,506,139,77,23,8759,329,6,323,251,72,,8,1,7318,14374,123,11,-41,15436,,,3.55425,23119100,161,5772,172.179
5493,0,58587,51798,180,166,276,50,1262,221,35,50,524,131,495,133,78,24,8800,328,3,325,251,70,,20,4,6360,14319,42,11,-28,14521,,,0,23124100,160,0,0
4653,0,59190,52071,180,171,280,57,1381,240,43,50,598,151,505,161,79,24,8684,334,11,323,213,79,,15,4,6802,14264,42,11,-19,14856,,,0,23124100,162,0,0
6514,0,57215,50975,90,162,273,44,1193,198,38,48,492,143,490,151,82,24,8913,326,-4,330,248,67,,13,4,4975,14373,42,11,5,12985,,,2.86241,23124100,157,0,0
632,1,58762,51736,293.199,171,279,55,1312,228,36,53,589,140,468,151,77,23,8718,332,8,324,212,77,,18,4,7369,14299,41,11,23,15376,,,2.42273,23125100,161,,66.0402
3265,1,57555,51189,90,163,278,42,1160,187,34,49,490,131,481,135,79,23,9187,332,-9,341,254,64,,-1,1,4822,,113,11,36,12970,,,0.318307,23125100,158,580,184.813
3262,1,57555,51189,310.236,163,279,42,1155,186,34,49,488,131,479,134,79,23,9182,332,-8,340,254,64,,-30,1,4814,,113,11,36,12961,,,5.40454,23119100,158,580,130.596
3260,1,57555,51189,45,163,278,42,1160,187,34,49,490,131,481,135,79,23,9187,332,-9,341,254,64,,6,1,4822,,113,11,36,12970,,,4.04469,23119100,158,580,184.489
5188,0,59527,52255,303.69,173,282,58,1425,243,45,50,612,159,515,172,79,24,8726,337,12,325,214,81,,13,4,6507,14226,42,11,47,14598,,,3.43891,23124100,163,0,0
9018,0,59679,52376,333.435,171,280,56,1394,241,43,50,597,154,510,165,79,24,8722,335,11,324,214,79,29,5,1,6542,14449,113,15,96,14678,33,38,1.42323,23121124,163,580,132.798
2034,1,58102,51524,341.565,165,276,47,1217,206,35,49,504,131,481,134,78,23,8915,329,0,329,251,68,,5,4,6088,14279,41,11,138,14172,,,2.01234,23125100,159,,0
2315,1,58648,51830,180,167,278,52,1303,233,35,52,551,132,506,137,77,23,8783,329,5,324,252,72,22,4,4,7307,14343,46,11,150,15426,47,31,0.318307,23116140,161,580,0
2322,1,58648,51830,90,167,277,52,1305,234,35,52,551,132,508,137,77,23,8771,328,6,322,252,72,22,6,4,7307,14343,46,11,150,15426,47,31,0.954841,23116140,161,580,77.4473
2323,1,58648,51830,225,167,278,52,1303,233,35,52,551,132,506,137,77,23,8783,329,5,324,252,72,22,4,4,7307,14343,46,11,150,15426,47,31,0.900242,23116140,161,580,0
10129,0,57279,51006,345.107,165,278,46,1190,197,35,48,493,132,476,135,78,23,9016,330,-2,332,253,67,22,51,1,5622,14362,123,11,233,13625,47,31,28.3857,23116140,157,,0
10721,0,59894,52560,360,173,282,58,1422,243,44,50,609,159,515,171,79,24,8733,337,12,325,215,81,,-1,4,6188,14224,42,11,243,14351,,,1.27303,23124100,164,0,0
6887,0,59589,52346,333.435,172,281,57,1420,243,44,50,610,158,514,171,79,24,8714,336,12,324,214,81,,4,4,6459,14383,42,11,262,14578,,,0.711726,23124100,163,0,0
5238,0,58977,52010,69.8637,167,276,56,1309,247,28,54,554,123,524,123,78,24,8597,326,10,316,207,56,,13,4,6414,14347,42,11,310,14633,,,10.0661,23124100,162,0,0
7982,0,60195,52650,348.69,172,281,57,1407,241,43,49,599,159,510,171,79,24,8736,337,12,325,214,80,,3,4,6091,14329,42,11,316,14305,,,1.62263,23124100,165,0,56.3027
435,1,59284,52193,153.435,172,280,57,1403,241,44,51,616,153,503,167,79,24,8662,334,10,324,213,80,15,11,4,6320,14282,41,11,338,14406,52,33,1.42323,23125100,163,,151.774
437,1,59284,52193,116.565,173,281,57,1400,240,44,51,615,153,502,167,79,24,8705,335,11,324,214,80,,8,4,6320,14282,41,11,338,14406,,,0.711726,23125100,163,,203.804
5442,0,58648,51828,104.036,166,277,50,1267,222,36,50,528,132,496,135,78,24,8824,328,3,325,252,70,,-3,1,6396,14436,113,11,359,14552,,,9.10944,23124100,161,0,3199.57
925,1,59980,52680,360,169,278,52,1275,226,31,54,570,130,475,136,75,23,8792,329,6,323,211,74,,13,1,5877,14323,123,11,369,14307,,,0.954841,23125100,164,,0
5492,0,59436,52224,209.745,173,282,58,1423,243,44,50,612,158,515,171,79,24,8708,336,12,324,214,81,,6,4,6503,14317,42,11,379,14590,,,2.56458,23124100,163,0,0
2900,1,57278,51067,270,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,6,3,5139,1436,31,11,407,13222,,,0.954841,23125100,157,,185.787
2902,1,57278,51067,291.801,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,7,3,5139,1436,31,11,407,13222,,,1.71364,23125100,157,,149.418
2888,1,57309,51067,225,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,7,1,5152,1436,123,11,407,13233,,,2.24963,23125100,157,,153.877
2892,1,57309,51067,330.255,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,8,3,5139,1436,31,11,407,13222,,,2.56458,23125100,157,,206.201
2893,1,57309,51067,251.565,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,9,1,5141,1436,123,11,407,13224,,,3.01696,23125100,157,,190.246
2896,1,57309,51067,220.601,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,8,1,5152,1436,123,11,407,13233,,,2.93211,23125100,157,,153.877
2901,1,57309,51067,146.31,164,277,45,1179,193,35,48,487,131,472,133,79,23,9035,330,-4,334,252,66,,7,1,5139,1436,123,11,407,13222,,,2.29414,23125100,157,,76.6797
7666,0,59436,52224,320.194,173,282,57,1430,244,45,50,615,159,517,172,79,24,8729,337,12,325,214,81,,-3,4,6518,1433,42,11,409,14608,,,2.48452,23124100,163,0,0
5566,0,60076,52590,97.125,172,281,57,1408,242,43,49,602,158,511,169,79,24,8711,336,12,324,214,80,,7,1,6181,14338,113,13,414,14393,,,2.56458,23124100,165,0,0
5107,0,61504,56543,284.036,174,284,58,1423,238,44,47,598,168,502,181,78,24,8788,340,16,324,216,82,,5,3,7126,14334,31,11,416,14785,,,1.3122,23124100,169,0,0
7824,0,61139,56299,231.34,173,282,57,1411,239,43,48,598,163,504,176,78,24,8750,338,14,324,215,80,,8,4,6704,14384,42,14,459,14513,,,8.09835,23124100,168,0,0
1690,1,58648,51830,116.565,167,277,52,1309,235,35,52,554,132,508,138,77,23,8765,328,5,323,252,72,,10,1,7366,14343,123,11,462,15480,,,0.711726,23125100,161,5772,623.388
1692,1,58648,51830,26.5651,167,277,52,1309,235,35,52,554,132,508,138,77,23,8763,328,6,322,252,72,,9,4,7366,14343,41,11,462,15480,,,2.1343,23119100,161,,562.82
